"FitApply..Test Condition","FitApply..ID","MTVC.gs0.variable","MTVC.gs0.value"
"Control","PGFRB_771_783","MTVC.ds50.LogFC",
"Control","PGFRB_771_783","MTVC.ds50.LogFC",
"Control","PGFRB_771_783","MTVC.ds50.LogFC",
"Control","PGFRB_771_783","MTVC.ds50.LogFC",
"Control","PGFRB_771_783","MTVC.ds50.LogFC",
"Control","PGFRB_771_783","MTVC.ds50.LogFC",
"Control","PGFRB_771_783","MTVC.ds50.pvalue.treatment",
"Control","PGFRB_771_783","MTVC.ds50.pvalue.treatment",
"Control","PGFRB_771_783","MTVC.ds50.pvalue.treatment",
"Control","PGFRB_771_783","MTVC.ds50.pvalue.treatment",
"Control","PGFRB_771_783","MTVC.ds50.pvalue.treatment",
"Control","PGFRB_771_783","MTVC.ds50.pvalue.treatment",
"Control","PLCG1_764_776","MTVC.ds50.LogFC",
"Control","PLCG1_764_776","MTVC.ds50.LogFC",
"Control","PLCG1_764_776","MTVC.ds50.LogFC",
"Control","PLCG1_764_776","MTVC.ds50.LogFC",
"Control","PLCG1_764_776","MTVC.ds50.LogFC",
"Control","PLCG1_764_776","MTVC.ds50.LogFC",
"Control","PLCG1_764_776","MTVC.ds50.pvalue.treatment",
"Control","PLCG1_764_776","MTVC.ds50.pvalue.treatment",
"Control","PLCG1_764_776","MTVC.ds50.pvalue.treatment",
"Control","PLCG1_764_776","MTVC.ds50.pvalue.treatment",
"Control","PLCG1_764_776","MTVC.ds50.pvalue.treatment",
"Control","PLCG1_764_776","MTVC.ds50.pvalue.treatment",
"Control","PLCG2_1191_1203_C1200S","MTVC.ds50.LogFC",
"Control","PLCG2_1191_1203_C1200S","MTVC.ds50.LogFC",
"Control","PLCG2_1191_1203_C1200S","MTVC.ds50.LogFC",
"Control","PLCG2_1191_1203_C1200S","MTVC.ds50.LogFC",
"Control","PLCG2_1191_1203_C1200S","MTVC.ds50.LogFC",
"Control","PLCG2_1191_1203_C1200S","MTVC.ds50.LogFC",
"Control","PLCG2_1191_1203_C1200S","MTVC.ds50.pvalue.treatment",
"Control","PLCG2_1191_1203_C1200S","MTVC.ds50.pvalue.treatment",
"Control","PLCG2_1191_1203_C1200S","MTVC.ds50.pvalue.treatment",
"Control","PLCG2_1191_1203_C1200S","MTVC.ds50.pvalue.treatment",
"Control","PLCG2_1191_1203_C1200S","MTVC.ds50.pvalue.treatment",
"Control","PLCG2_1191_1203_C1200S","MTVC.ds50.pvalue.treatment",
"Control","PLCG2_1211_1222_N1211K_N1212K","MTVC.ds50.LogFC",
"Control","PLCG2_1211_1222_N1211K_N1212K","MTVC.ds50.LogFC",
"Control","PLCG2_1211_1222_N1211K_N1212K","MTVC.ds50.LogFC",
"Control","PLCG2_1211_1222_N1211K_N1212K","MTVC.ds50.LogFC",
"Control","PLCG2_1211_1222_N1211K_N1212K","MTVC.ds50.LogFC",
"Control","PLCG2_1211_1222_N1211K_N1212K","MTVC.ds50.LogFC",
"Control","PLCG2_1211_1222_N1211K_N1212K","MTVC.ds50.pvalue.treatment",
"Control","PLCG2_1211_1222_N1211K_N1212K","MTVC.ds50.pvalue.treatment",
"Control","PLCG2_1211_1222_N1211K_N1212K","MTVC.ds50.pvalue.treatment",
"Control","PLCG2_1211_1222_N1211K_N1212K","MTVC.ds50.pvalue.treatment",
"Control","PLCG2_1211_1222_N1211K_N1212K","MTVC.ds50.pvalue.treatment",
"Control","PLCG2_1211_1222_N1211K_N1212K","MTVC.ds50.pvalue.treatment",
"Control","PP2AB_297_309","MTVC.ds50.LogFC",
"Control","PP2AB_297_309","MTVC.ds50.LogFC",
"Control","PP2AB_297_309","MTVC.ds50.LogFC",
"Control","PP2AB_297_309","MTVC.ds50.LogFC",
"Control","PP2AB_297_309","MTVC.ds50.LogFC",
"Control","PP2AB_297_309","MTVC.ds50.LogFC",
"Control","PP2AB_297_309","MTVC.ds50.pvalue.treatment",
"Control","PP2AB_297_309","MTVC.ds50.pvalue.treatment",
"Control","PP2AB_297_309","MTVC.ds50.pvalue.treatment",
"Control","PP2AB_297_309","MTVC.ds50.pvalue.treatment",
"Control","PP2AB_297_309","MTVC.ds50.pvalue.treatment",
"Control","PP2AB_297_309","MTVC.ds50.pvalue.treatment",
"Control","PRGR_786_798","MTVC.ds50.LogFC",
"Control","PRGR_786_798","MTVC.ds50.LogFC",
"Control","PRGR_786_798","MTVC.ds50.LogFC",
"Control","PRGR_786_798","MTVC.ds50.LogFC",
"Control","PRGR_786_798","MTVC.ds50.LogFC",
"Control","PRGR_786_798","MTVC.ds50.LogFC",
"Control","PRGR_786_798","MTVC.ds50.pvalue.treatment",
"Control","PRGR_786_798","MTVC.ds50.pvalue.treatment",
"Control","PRGR_786_798","MTVC.ds50.pvalue.treatment",
"Control","PRGR_786_798","MTVC.ds50.pvalue.treatment",
"Control","PRGR_786_798","MTVC.ds50.pvalue.treatment",
"Control","PRGR_786_798","MTVC.ds50.pvalue.treatment",
"Control","PRRX2_202_214","MTVC.ds50.LogFC",
"Control","PRRX2_202_214","MTVC.ds50.LogFC",
"Control","PRRX2_202_214","MTVC.ds50.LogFC",
"Control","PRRX2_202_214","MTVC.ds50.LogFC",
"Control","PRRX2_202_214","MTVC.ds50.LogFC",
"Control","PRRX2_202_214","MTVC.ds50.LogFC",
"Control","PRRX2_202_214","MTVC.ds50.pvalue.treatment",
"Control","PRRX2_202_214","MTVC.ds50.pvalue.treatment",
"Control","PRRX2_202_214","MTVC.ds50.pvalue.treatment",
"Control","PRRX2_202_214","MTVC.ds50.pvalue.treatment",
"Control","PRRX2_202_214","MTVC.ds50.pvalue.treatment",
"Control","PRRX2_202_214","MTVC.ds50.pvalue.treatment",
"Control","PTN11_539_551","MTVC.ds50.LogFC",
"Control","PTN11_539_551","MTVC.ds50.LogFC",
"Control","PTN11_539_551","MTVC.ds50.LogFC",
"Control","PTN11_539_551","MTVC.ds50.LogFC",
"Control","PTN11_539_551","MTVC.ds50.LogFC",
"Control","PTN11_539_551","MTVC.ds50.LogFC",
"Control","PTN11_539_551","MTVC.ds50.pvalue.treatment",
"Control","PTN11_539_551","MTVC.ds50.pvalue.treatment",
"Control","PTN11_539_551","MTVC.ds50.pvalue.treatment",
"Control","PTN11_539_551","MTVC.ds50.pvalue.treatment",
"Control","PTN11_539_551","MTVC.ds50.pvalue.treatment",
"Control","PTN11_539_551","MTVC.ds50.pvalue.treatment",
"Control","PTN11_541_551","MTVC.ds50.LogFC",
"Control","PTN11_541_551","MTVC.ds50.LogFC",
"Control","PTN11_541_551","MTVC.ds50.LogFC",
"Control","PTN11_541_551","MTVC.ds50.LogFC",
"Control","PTN11_541_551","MTVC.ds50.LogFC",
"Control","PTN11_541_551","MTVC.ds50.LogFC",
"Control","PTN11_541_551","MTVC.ds50.pvalue.treatment",
"Control","PTN11_541_551","MTVC.ds50.pvalue.treatment",
"Control","PTN11_541_551","MTVC.ds50.pvalue.treatment",
"Control","PTN11_541_551","MTVC.ds50.pvalue.treatment",
"Control","PTN11_541_551","MTVC.ds50.pvalue.treatment",
"Control","PTN11_541_551","MTVC.ds50.pvalue.treatment",
"Control","PTN11_57_67","MTVC.ds50.LogFC",
"Control","PTN11_57_67","MTVC.ds50.LogFC",
"Control","PTN11_57_67","MTVC.ds50.LogFC",
"Control","PTN11_57_67","MTVC.ds50.LogFC",
"Control","PTN11_57_67","MTVC.ds50.LogFC",
"Control","PTN11_57_67","MTVC.ds50.LogFC",
"Control","PTN11_57_67","MTVC.ds50.pvalue.treatment",
"Control","PTN11_57_67","MTVC.ds50.pvalue.treatment",
"Control","PTN11_57_67","MTVC.ds50.pvalue.treatment",
"Control","PTN11_57_67","MTVC.ds50.pvalue.treatment",
"Control","PTN11_57_67","MTVC.ds50.pvalue.treatment",
"Control","PTN11_57_67","MTVC.ds50.pvalue.treatment",
"Control","PTN11_580_590","MTVC.ds50.LogFC",
"Control","PTN11_580_590","MTVC.ds50.LogFC",
"Control","PTN11_580_590","MTVC.ds50.LogFC",
"Control","PTN11_580_590","MTVC.ds50.LogFC",
"Control","PTN11_580_590","MTVC.ds50.LogFC",
"Control","PTN11_580_590","MTVC.ds50.LogFC",
"Control","PTN11_580_590","MTVC.ds50.pvalue.treatment",
"Control","PTN11_580_590","MTVC.ds50.pvalue.treatment",
"Control","PTN11_580_590","MTVC.ds50.pvalue.treatment",
"Control","PTN11_580_590","MTVC.ds50.pvalue.treatment",
"Control","PTN11_580_590","MTVC.ds50.pvalue.treatment",
"Control","PTN11_580_590","MTVC.ds50.pvalue.treatment",
"Control","PTN6_531_541","MTVC.ds50.LogFC",
"Control","PTN6_531_541","MTVC.ds50.LogFC",
"Control","PTN6_531_541","MTVC.ds50.LogFC",
"Control","PTN6_531_541","MTVC.ds50.LogFC",
"Control","PTN6_531_541","MTVC.ds50.LogFC",
"Control","PTN6_531_541","MTVC.ds50.LogFC",
"Control","PTN6_531_541","MTVC.ds50.pvalue.treatment",
"Control","PTN6_531_541","MTVC.ds50.pvalue.treatment",
"Control","PTN6_531_541","MTVC.ds50.pvalue.treatment",
"Control","PTN6_531_541","MTVC.ds50.pvalue.treatment",
"Control","PTN6_531_541","MTVC.ds50.pvalue.treatment",
"Control","PTN6_531_541","MTVC.ds50.pvalue.treatment",
"Control","PTN6_558_570","MTVC.ds50.LogFC",
"Control","PTN6_558_570","MTVC.ds50.LogFC",
"Control","PTN6_558_570","MTVC.ds50.LogFC",
"Control","PTN6_558_570","MTVC.ds50.LogFC",
"Control","PTN6_558_570","MTVC.ds50.LogFC",
"Control","PTN6_558_570","MTVC.ds50.LogFC",
"Control","PTN6_558_570","MTVC.ds50.pvalue.treatment",
"Control","PTN6_558_570","MTVC.ds50.pvalue.treatment",
"Control","PTN6_558_570","MTVC.ds50.pvalue.treatment",
"Control","PTN6_558_570","MTVC.ds50.pvalue.treatment",
"Control","PTN6_558_570","MTVC.ds50.pvalue.treatment",
"Control","PTN6_558_570","MTVC.ds50.pvalue.treatment",
"Control","RAF1_332_344","MTVC.ds50.LogFC",
"Control","RAF1_332_344","MTVC.ds50.LogFC",
"Control","RAF1_332_344","MTVC.ds50.LogFC",
"Control","RAF1_332_344","MTVC.ds50.LogFC",
"Control","RAF1_332_344","MTVC.ds50.LogFC",
"Control","RAF1_332_344","MTVC.ds50.LogFC",
"Control","RAF1_332_344","MTVC.ds50.pvalue.treatment",
"Control","RAF1_332_344","MTVC.ds50.pvalue.treatment",
"Control","RAF1_332_344","MTVC.ds50.pvalue.treatment",
"Control","RAF1_332_344","MTVC.ds50.pvalue.treatment",
"Control","RAF1_332_344","MTVC.ds50.pvalue.treatment",
"Control","RAF1_332_344","MTVC.ds50.pvalue.treatment",
"Control","RASA1_453_465","MTVC.ds50.LogFC",
"Control","RASA1_453_465","MTVC.ds50.LogFC",
"Control","RASA1_453_465","MTVC.ds50.LogFC",
"Control","RASA1_453_465","MTVC.ds50.LogFC",
"Control","RASA1_453_465","MTVC.ds50.LogFC",
"Control","RASA1_453_465","MTVC.ds50.LogFC",
"Control","RASA1_453_465","MTVC.ds50.pvalue.treatment",
"Control","RASA1_453_465","MTVC.ds50.pvalue.treatment",
"Control","RASA1_453_465","MTVC.ds50.pvalue.treatment",
"Control","RASA1_453_465","MTVC.ds50.pvalue.treatment",
"Control","RASA1_453_465","MTVC.ds50.pvalue.treatment",
"Control","RASA1_453_465","MTVC.ds50.pvalue.treatment",
"Control","RB_804_816","MTVC.ds50.LogFC",
"Control","RB_804_816","MTVC.ds50.LogFC",
"Control","RB_804_816","MTVC.ds50.LogFC",
"Control","RB_804_816","MTVC.ds50.LogFC",
"Control","RB_804_816","MTVC.ds50.LogFC",
"Control","RB_804_816","MTVC.ds50.LogFC",
"Control","RB_804_816","MTVC.ds50.pvalue.treatment",
"Control","RB_804_816","MTVC.ds50.pvalue.treatment",
"Control","RB_804_816","MTVC.ds50.pvalue.treatment",
"Control","RB_804_816","MTVC.ds50.pvalue.treatment",
"Control","RB_804_816","MTVC.ds50.pvalue.treatment",
"Control","RB_804_816","MTVC.ds50.pvalue.treatment",
"Control","RET_1022_1034","MTVC.ds50.LogFC",
"Control","RET_1022_1034","MTVC.ds50.LogFC",
"Control","RET_1022_1034","MTVC.ds50.LogFC",
"Control","RET_1022_1034","MTVC.ds50.LogFC",
"Control","RET_1022_1034","MTVC.ds50.LogFC",
"Control","RET_1022_1034","MTVC.ds50.LogFC",
"Control","RET_1022_1034","MTVC.ds50.pvalue.treatment",
"Control","RET_1022_1034","MTVC.ds50.pvalue.treatment",
"Control","RET_1022_1034","MTVC.ds50.pvalue.treatment",
"Control","RET_1022_1034","MTVC.ds50.pvalue.treatment",
"Control","RET_1022_1034","MTVC.ds50.pvalue.treatment",
"Control","RET_1022_1034","MTVC.ds50.pvalue.treatment",
"Control","RON_1346_1358","MTVC.ds50.LogFC",
"Control","RON_1346_1358","MTVC.ds50.LogFC",
"Control","RON_1346_1358","MTVC.ds50.LogFC",
"Control","RON_1346_1358","MTVC.ds50.LogFC",
"Control","RON_1346_1358","MTVC.ds50.LogFC",
"Control","RON_1346_1358","MTVC.ds50.LogFC",
"Control","RON_1346_1358","MTVC.ds50.pvalue.treatment",
"Control","RON_1346_1358","MTVC.ds50.pvalue.treatment",
"Control","RON_1346_1358","MTVC.ds50.pvalue.treatment",
"Control","RON_1346_1358","MTVC.ds50.pvalue.treatment",
"Control","RON_1346_1358","MTVC.ds50.pvalue.treatment",
"Control","RON_1346_1358","MTVC.ds50.pvalue.treatment",
"Control","SHC1_309_321","MTVC.ds50.LogFC",
"Control","SHC1_309_321","MTVC.ds50.LogFC",
"Control","SHC1_309_321","MTVC.ds50.LogFC",
"Control","SHC1_309_321","MTVC.ds50.LogFC",
"Control","SHC1_309_321","MTVC.ds50.LogFC",
"Control","SHC1_309_321","MTVC.ds50.LogFC",
"Control","SHC1_309_321","MTVC.ds50.pvalue.treatment",
"Control","SHC1_309_321","MTVC.ds50.pvalue.treatment",
"Control","SHC1_309_321","MTVC.ds50.pvalue.treatment",
"Control","SHC1_309_321","MTVC.ds50.pvalue.treatment",
"Control","SHC1_309_321","MTVC.ds50.pvalue.treatment",
"Control","SHC1_309_321","MTVC.ds50.pvalue.treatment",
"Control","STAT2_684_696","MTVC.ds50.LogFC",
"Control","STAT2_684_696","MTVC.ds50.LogFC",
"Control","STAT2_684_696","MTVC.ds50.LogFC",
"Control","STAT2_684_696","MTVC.ds50.LogFC",
"Control","STAT2_684_696","MTVC.ds50.LogFC",
"Control","STAT2_684_696","MTVC.ds50.LogFC",
"Control","STAT2_684_696","MTVC.ds50.pvalue.treatment",
"Control","STAT2_684_696","MTVC.ds50.pvalue.treatment",
"Control","STAT2_684_696","MTVC.ds50.pvalue.treatment",
"Control","STAT2_684_696","MTVC.ds50.pvalue.treatment",
"Control","STAT2_684_696","MTVC.ds50.pvalue.treatment",
"Control","STAT2_684_696","MTVC.ds50.pvalue.treatment",
"Control","TEC_512_524","MTVC.ds50.LogFC",
"Control","TEC_512_524","MTVC.ds50.LogFC",
"Control","TEC_512_524","MTVC.ds50.LogFC",
"Control","TEC_512_524","MTVC.ds50.LogFC",
"Control","TEC_512_524","MTVC.ds50.LogFC",
"Control","TEC_512_524","MTVC.ds50.LogFC",
"Control","TEC_512_524","MTVC.ds50.pvalue.treatment",
"Control","TEC_512_524","MTVC.ds50.pvalue.treatment",
"Control","TEC_512_524","MTVC.ds50.pvalue.treatment",
"Control","TEC_512_524","MTVC.ds50.pvalue.treatment",
"Control","TEC_512_524","MTVC.ds50.pvalue.treatment",
"Control","TEC_512_524","MTVC.ds50.pvalue.treatment",
"Control","TYRO3_679_691","MTVC.ds50.LogFC",
"Control","TYRO3_679_691","MTVC.ds50.LogFC",
"Control","TYRO3_679_691","MTVC.ds50.LogFC",
"Control","TYRO3_679_691","MTVC.ds50.LogFC",
"Control","TYRO3_679_691","MTVC.ds50.LogFC",
"Control","TYRO3_679_691","MTVC.ds50.LogFC",
"Control","TYRO3_679_691","MTVC.ds50.pvalue.treatment",
"Control","TYRO3_679_691","MTVC.ds50.pvalue.treatment",
"Control","TYRO3_679_691","MTVC.ds50.pvalue.treatment",
"Control","TYRO3_679_691","MTVC.ds50.pvalue.treatment",
"Control","TYRO3_679_691","MTVC.ds50.pvalue.treatment",
"Control","TYRO3_679_691","MTVC.ds50.pvalue.treatment",
"Control","VGFR2_944_956","MTVC.ds50.LogFC",
"Control","VGFR2_944_956","MTVC.ds50.LogFC",
"Control","VGFR2_944_956","MTVC.ds50.LogFC",
"Control","VGFR2_944_956","MTVC.ds50.LogFC",
"Control","VGFR2_944_956","MTVC.ds50.LogFC",
"Control","VGFR2_944_956","MTVC.ds50.LogFC",
"Control","VGFR2_944_956","MTVC.ds50.pvalue.treatment",
"Control","VGFR2_944_956","MTVC.ds50.pvalue.treatment",
"Control","VGFR2_944_956","MTVC.ds50.pvalue.treatment",
"Control","VGFR2_944_956","MTVC.ds50.pvalue.treatment",
"Control","VGFR2_944_956","MTVC.ds50.pvalue.treatment",
"Control","VGFR2_944_956","MTVC.ds50.pvalue.treatment",
"Control","VGFR2_989_1001","MTVC.ds50.LogFC",
"Control","VGFR2_989_1001","MTVC.ds50.LogFC",
"Control","VGFR2_989_1001","MTVC.ds50.LogFC",
"Control","VGFR2_989_1001","MTVC.ds50.LogFC",
"Control","VGFR2_989_1001","MTVC.ds50.LogFC",
"Control","VGFR2_989_1001","MTVC.ds50.LogFC",
"Control","VGFR2_989_1001","MTVC.ds50.pvalue.treatment",
"Control","VGFR2_989_1001","MTVC.ds50.pvalue.treatment",
"Control","VGFR2_989_1001","MTVC.ds50.pvalue.treatment",
"Control","VGFR2_989_1001","MTVC.ds50.pvalue.treatment",
"Control","VGFR2_989_1001","MTVC.ds50.pvalue.treatment",
"Control","VGFR2_989_1001","MTVC.ds50.pvalue.treatment",
"Control","VGFR3_1061_1073","MTVC.ds50.LogFC",
"Control","VGFR3_1061_1073","MTVC.ds50.LogFC",
"Control","VGFR3_1061_1073","MTVC.ds50.LogFC",
"Control","VGFR3_1061_1073","MTVC.ds50.LogFC",
"Control","VGFR3_1061_1073","MTVC.ds50.LogFC",
"Control","VGFR3_1061_1073","MTVC.ds50.LogFC",
"Control","VGFR3_1061_1073","MTVC.ds50.pvalue.treatment",
"Control","VGFR3_1061_1073","MTVC.ds50.pvalue.treatment",
"Control","VGFR3_1061_1073","MTVC.ds50.pvalue.treatment",
"Control","VGFR3_1061_1073","MTVC.ds50.pvalue.treatment",
"Control","VGFR3_1061_1073","MTVC.ds50.pvalue.treatment",
"Control","VGFR3_1061_1073","MTVC.ds50.pvalue.treatment",
"Control","VINC_815_827","MTVC.ds50.LogFC",
"Control","VINC_815_827","MTVC.ds50.LogFC",
"Control","VINC_815_827","MTVC.ds50.LogFC",
"Control","VINC_815_827","MTVC.ds50.LogFC",
"Control","VINC_815_827","MTVC.ds50.LogFC",
"Control","VINC_815_827","MTVC.ds50.LogFC",
"Control","VINC_815_827","MTVC.ds50.pvalue.treatment",
"Control","VINC_815_827","MTVC.ds50.pvalue.treatment",
"Control","VINC_815_827","MTVC.ds50.pvalue.treatment",
"Control","VINC_815_827","MTVC.ds50.pvalue.treatment",
"Control","VINC_815_827","MTVC.ds50.pvalue.treatment",
"Control","VINC_815_827","MTVC.ds50.pvalue.treatment",
"Control","VISTA_260_270","MTVC.ds50.LogFC",
"Control","VISTA_260_270","MTVC.ds50.LogFC",
"Control","VISTA_260_270","MTVC.ds50.LogFC",
"Control","VISTA_260_270","MTVC.ds50.LogFC",
"Control","VISTA_260_270","MTVC.ds50.LogFC",
"Control","VISTA_260_270","MTVC.ds50.LogFC",
"Control","VISTA_260_270","MTVC.ds50.pvalue.treatment",
"Control","VISTA_260_270","MTVC.ds50.pvalue.treatment",
"Control","VISTA_260_270","MTVC.ds50.pvalue.treatment",
"Control","VISTA_260_270","MTVC.ds50.pvalue.treatment",
"Control","VISTA_260_270","MTVC.ds50.pvalue.treatment",
"Control","VISTA_260_270","MTVC.ds50.pvalue.treatment",
"Control","YES_420_432","MTVC.ds50.LogFC",
"Control","YES_420_432","MTVC.ds50.LogFC",
"Control","YES_420_432","MTVC.ds50.LogFC",
"Control","YES_420_432","MTVC.ds50.LogFC",
"Control","YES_420_432","MTVC.ds50.LogFC",
"Control","YES_420_432","MTVC.ds50.LogFC",
"Control","YES_420_432","MTVC.ds50.pvalue.treatment",
"Control","YES_420_432","MTVC.ds50.pvalue.treatment",
"Control","YES_420_432","MTVC.ds50.pvalue.treatment",
"Control","YES_420_432","MTVC.ds50.pvalue.treatment",
"Control","YES_420_432","MTVC.ds50.pvalue.treatment",
"Control","YES_420_432","MTVC.ds50.pvalue.treatment",
"Control","ZAP70_313_325","MTVC.ds50.LogFC",
"Control","ZAP70_313_325","MTVC.ds50.LogFC",
"Control","ZAP70_313_325","MTVC.ds50.LogFC",
"Control","ZAP70_313_325","MTVC.ds50.LogFC",
"Control","ZAP70_313_325","MTVC.ds50.LogFC",
"Control","ZAP70_313_325","MTVC.ds50.LogFC",
"Control","ZAP70_313_325","MTVC.ds50.pvalue.treatment",
"Control","ZAP70_313_325","MTVC.ds50.pvalue.treatment",
"Control","ZAP70_313_325","MTVC.ds50.pvalue.treatment",
"Control","ZAP70_313_325","MTVC.ds50.pvalue.treatment",
"Control","ZAP70_313_325","MTVC.ds50.pvalue.treatment",
"Control","ZAP70_313_325","MTVC.ds50.pvalue.treatment",
"Control","ZAP70_485_497","MTVC.ds50.LogFC",
"Control","ZAP70_485_497","MTVC.ds50.LogFC",
"Control","ZAP70_485_497","MTVC.ds50.LogFC",
"Control","ZAP70_485_497","MTVC.ds50.LogFC",
"Control","ZAP70_485_497","MTVC.ds50.LogFC",
"Control","ZAP70_485_497","MTVC.ds50.LogFC",
"Control","ZAP70_485_497","MTVC.ds50.pvalue.treatment",
"Control","ZAP70_485_497","MTVC.ds50.pvalue.treatment",
"Control","ZAP70_485_497","MTVC.ds50.pvalue.treatment",
"Control","ZAP70_485_497","MTVC.ds50.pvalue.treatment",
"Control","ZAP70_485_497","MTVC.ds50.pvalue.treatment",
"Control","ZAP70_485_497","MTVC.ds50.pvalue.treatment",
"Control","ZBT16_621_633","MTVC.ds50.LogFC",
"Control","ZBT16_621_633","MTVC.ds50.LogFC",
"Control","ZBT16_621_633","MTVC.ds50.LogFC",
"Control","ZBT16_621_633","MTVC.ds50.LogFC",
"Control","ZBT16_621_633","MTVC.ds50.LogFC",
"Control","ZBT16_621_633","MTVC.ds50.LogFC",
"Control","ZBT16_621_633","MTVC.ds50.pvalue.treatment",
"Control","ZBT16_621_633","MTVC.ds50.pvalue.treatment",
"Control","ZBT16_621_633","MTVC.ds50.pvalue.treatment",
"Control","ZBT16_621_633","MTVC.ds50.pvalue.treatment",
"Control","ZBT16_621_633","MTVC.ds50.pvalue.treatment",
"Control","ZBT16_621_633","MTVC.ds50.pvalue.treatment",
"T1","41_654_666","MTVC.ds50.LogFC",-0.3327260489845841
"T1","41_654_666","MTVC.ds50.pvalue.treatment",0.10258780685641744
"T1","ACHD_383_395","MTVC.ds50.LogFC",-1.0177803037830446
"T1","ACHD_383_395","MTVC.ds50.pvalue.treatment",0.005925718623318588
"T1","AKT1_170_182","MTVC.ds50.LogFC",-0.39678542481864115
"T1","AKT1_170_182","MTVC.ds50.pvalue.treatment",0.01328208800830355
"T1","ANXA2_17_29","MTVC.ds50.LogFC",-0.32968334839186997
"T1","ANXA2_17_29","MTVC.ds50.pvalue.treatment",0.48052693251372824
"T1","ARAF_297_307","MTVC.ds50.LogFC",-0.362062751813602
"T1","ARAF_297_307","MTVC.ds50.pvalue.treatment",0.08401485187988578
"T1","BTLA_252_262","MTVC.ds50.LogFC",-0.3860023776193763
"T1","BTLA_252_262","MTVC.ds50.pvalue.treatment",0.002679033128766939
"T1","CD28_203_215","MTVC.ds50.LogFC",-0.3247945656814682
"T1","CD28_203_215","MTVC.ds50.pvalue.treatment",0.006618012924173078
"T1","CD3E_182_194","MTVC.ds50.LogFC",-0.39067893779605484
"T1","CD3E_182_194","MTVC.ds50.pvalue.treatment",0.15320408246718786
"T1","CD3E_193_205","MTVC.ds50.LogFC",-0.28524015097372957
"T1","CD3E_193_205","MTVC.ds50.pvalue.treatment",0.048008096452182514
"T1","CD3Z_105_117","MTVC.ds50.LogFC",-0.7315872485588626
"T1","CD3Z_105_117","MTVC.ds50.pvalue.treatment",0.382565083467274
"T1","CD3Z_135_147","MTVC.ds50.LogFC",-1.2050769770199619
"T1","CD3Z_135_147","MTVC.ds50.pvalue.treatment",0.04230464545205881
"T1","CD3Z_77_89","MTVC.ds50.LogFC",-0.327399306211543
"T1","CD3Z_77_89","MTVC.ds50.pvalue.treatment",0.08753959146089985
"T1","CD70_9_21_C17S","MTVC.ds50.LogFC",-0.27793106690824165
"T1","CD70_9_21_C17S","MTVC.ds50.pvalue.treatment",0.027477178344804898
"T1","CD79A_181_193","MTVC.ds50.LogFC",-0.3157021523843207
"T1","CD79A_181_193","MTVC.ds50.pvalue.treatment",0.033708657355838056
"T1","CDK1_9_21","MTVC.ds50.LogFC",-0.32809395586921886
"T1","CDK1_9_21","MTVC.ds50.pvalue.treatment",0.07563652651867248
"T1","CDK2_8_20","MTVC.ds50.LogFC",-0.3431782140269748
"T1","CDK2_8_20","MTVC.ds50.pvalue.treatment",0.08009337354300516
"T1","CDK4_11_23","MTVC.ds50.LogFC",-0.4139646196928367
"T1","CDK4_11_23","MTVC.ds50.pvalue.treatment",0.07613647951966396
"T1","CDK7_157_169","MTVC.ds50.LogFC",-0.30442024790079775
"T1","CDK7_157_169","MTVC.ds50.pvalue.treatment",0.008331249898180237
"T1","CTNB1_79_91","MTVC.ds50.LogFC",0.21573024801571453
"T1","CTNB1_79_91","MTVC.ds50.pvalue.treatment",0.7974906515968869
"T1","DCX_67_79","MTVC.ds50.LogFC",-0.40268965315586114
"T1","DCX_67_79","MTVC.ds50.pvalue.treatment",0.00012864946679203015
"T1","DDR1_506_518","MTVC.ds50.LogFC",-0.5518235163361823
"T1","DDR1_506_518","MTVC.ds50.pvalue.treatment",0.0005052371443590165
"T1","DYR1A_212_224","MTVC.ds50.LogFC",-1.157916937217443
"T1","DYR1A_212_224","MTVC.ds50.pvalue.treatment",0.05728476162239193
"T1","DYR1A_312_324","MTVC.ds50.LogFC",-0.3233307051167119
"T1","DYR1A_312_324","MTVC.ds50.pvalue.treatment",0.041647552198346593
"T1","EFS_246_258","MTVC.ds50.LogFC",-0.2356920752554459
"T1","EFS_246_258","MTVC.ds50.pvalue.treatment",0.0730416004303116
"T1","EGFR_1103_1115","MTVC.ds50.LogFC",-1.1025733168087686
"T1","EGFR_1103_1115","MTVC.ds50.pvalue.treatment",0.05969295621804127
"T1","ENOG_37_49","MTVC.ds50.LogFC",-0.2386439545013213
"T1","ENOG_37_49","MTVC.ds50.pvalue.treatment",0.10701983815625216
"T1","EPHA1_774_786","MTVC.ds50.LogFC",-0.44748985973649313
"T1","EPHA1_774_786","MTVC.ds50.pvalue.treatment",0.11379731758974998
"T1","EPHA2_765_777","MTVC.ds50.LogFC",-0.4523671559955708
"T1","EPHA2_765_777","MTVC.ds50.pvalue.treatment",0.1606532292976619
"T1","EPHA4_589_601","MTVC.ds50.LogFC",-1.0431807149703767
"T1","EPHA4_589_601","MTVC.ds50.pvalue.treatment",0.21148476524191517
"T1","EPHA7_607_619","MTVC.ds50.LogFC",-0.30605653605937994
"T1","EPHA7_607_619","MTVC.ds50.pvalue.treatment",0.20829254413862763
"T1","EPHB1_771_783","MTVC.ds50.LogFC",-0.7307825687519278
"T1","EPHB1_771_783","MTVC.ds50.pvalue.treatment",0.11986913808261868
"T1","EPHB4_583_595","MTVC.ds50.LogFC",-0.8511548158684544
